date,account,medal_id,value
2025-11-16,Thombay,hisui,6.0
2025-11-16,Thombay,hoenn,135.0
2025-11-16,Thombay,ice,1677.0
2025-11-16,Thombay,idol,74.0
2025-11-16,Thombay,jogger,7059.8
2025-11-16,Thombay,johto,100.0
2025-11-16,Thombay,jumbo_pokemon_collector,199.0
2025-11-16,Thombay,kalos,67.0
2025-11-16,Thombay,kanto,151.0
2025-11-16,Thombay,life_of_a_party,320.0
2025-11-16,Thombay,master_league_veteran,169.0
2025-11-16,Thombay,mega_evolution_guru,29.0
2025-11-16,Thombay,normal,13114.0
2025-11-16,Thombay,paldea,52.0
2025-11-16,Thombay,picnicker,945.0
2025-11-16,Thombay,pikachu_fan,406.0
2025-11-16,Thombay,pilot,702735.0
2025-11-16,Thombay,poison,6316.0
2025-11-16,Thombay,pokemon_caught,50695.0
2025-11-16,Thombay,pokemon_ranger,1164.0
2025-11-16,Thombay,pokestops_visited,40404.0
2025-11-16,Thombay,psychic,5397.0
2025-11-16,Thombay,purifier,503.0
2025-11-16,Thombay,raid_expert,360.0
2025-11-16,Thombay,rising_star,158.0
2025-11-16,Thombay,rising_star_duo,440.0
2025-11-16,Thombay,rock,2655.0
2025-11-16,Thombay,scientist,1732.0
2025-11-16,Thombay,showcase_star,4.0
2025-11-16,Thombay,sightseer,2065.0
2025-11-16,Thombay,sinnoh,104.0
2025-11-16,Thombay,steel,1904.0
2025-11-16,Thombay,successor,404.0
2025-11-16,Thombay,tiny_pokemon_collector,159.0
2025-11-16,Thombay,triathlete,98.0
2025-11-16,Thombay,ultra_hero,11.0
2025-11-16,Thombay,ultra_league_veteran,130.0
2025-11-16,Thombay,unova,155.0
2025-11-16,Thombay,unown,10.0
2025-11-16,Thombay,water,7340.0
2025-11-16,Thombay,wayfarer,6.0
2025-11-16,Thombay,youngster,118.0
2025-12-21,Thombay,ace_trainer,626.0
2025-12-21,Thombay,alola,64.0
2025-12-21,Thombay,backpacker,44694.0
2025-12-21,Thombay,battle_girl,1857.0
2025-12-21,Thombay,battle_legend,383.0
2025-12-21,Thombay,berry_master,15249.0
2025-12-21,Thombay,best_buddy,8.0
2025-12-21,Thombay,breeder,1663.0
2025-12-21,Thombay,bug,5390.0
2025-12-21,Thombay,cameraman,134.0
2025-12-21,Thombay,champion,219.0
2025-12-21,Thombay,collector,54125.0
2025-12-21,Thombay,community_member,4.0
2025-12-21,Thombay,dark,3624.0
2025-12-21,Thombay,distance_walked,7260.0
2025-12-21,Thombay,dragon,985.0
2025-12-21,Thombay,electric,3726.0
2025-12-21,Thombay,expert_navigator,55.0
2025-12-21,Thombay,fairy,2882.0
2025-12-21,Thombay,fighting,2983.0
2025-12-21,Thombay,fire,3028.0
2025-12-21,Thombay,fisher,88.0
2025-12-21,Thombay,flying,6761.0
2025-12-21,Thombay,galar,59.0
2025-12-21,Thombay,gentleman,625.0
2025-12-21,Thombay,ghost,2674.0
2025-12-21,Thombay,grass,4643.0
2025-12-21,Thombay,great_league_veteran,248.0
2025-12-21,Thombay,ground,3280.0
2025-12-21,Thombay,gym_leader,14044.0
2025-12-21,Thombay,hero,1119.0
2025-12-21,Thombay,hisui,6.0
2025-12-21,Thombay,hoenn,135.0
2025-12-21,Thombay,ice,1995.0
2025-12-21,Thombay,idol,81.0
2025-12-21,Thombay,jogger,7259.7
2025-12-21,Thombay,johto,100.0
2025-12-21,Thombay,jumbo_pokemon_collector,213.0
2025-12-21,Thombay,kalos,68.0
2025-12-21,Thombay,kanto,151.0
2025-12-21,Thombay,life_of_a_party,337.0
2025-12-21,Thombay,master_league_veteran,1001.0
2025-12-21,Thombay,mega_evolution_guru,32.0
2025-12-21,Thombay,normal,13735.0
2025-12-21,Thombay,paldea,55.0
2025-12-21,Thombay,picnicker,945.0
2025-12-21,Thombay,pikachu_fan,410.0
2025-12-21,Thombay,pilot,729742.0
2025-12-21,Thombay,poison,6571.0
2025-12-21,Thombay,pokemon_caught,54125.0
2025-12-21,Thombay,pokemon_ranger,1284.0
2025-12-21,Thombay,pokestops_visited,44694.0
2025-12-21,Thombay,psychic,5707.0
2025-12-21,Thombay,purifier,505.0
2025-12-21,Thombay,raid_expert,403.0
2025-12-21,Thombay,rising_star,162.0
2025-12-21,Thombay,rising_star_duo,481.0
2025-12-21,Thombay,rock,2863.0
2025-12-21,Thombay,scientist,1766.0
2025-12-21,Thombay,showcase_star,5.0
2025-12-21,Thombay,sightseer,2126.0
2025-12-21,Thombay,sinnoh,104.0
2025-12-21,Thombay,steel,2094.0
2025-12-21,Thombay,successor,628.0
2025-12-21,Thombay,tiny_pokemon_collector,170.0
2025-12-21,Thombay,triathlete,106.0
2025-12-21,Thombay,ultra_hero,11.0
2025-12-21,Thombay,ultra_league_veteran,670.0
2025-12-21,Thombay,unova,156.0
2025-12-21,Thombay,unown,10.0
2025-12-21,Thombay,water,7648.0
2025-12-21,Thombay,wayfarer,6.0
2025-12-21,Thombay,youngster,120.0
2025-12-21,Cerius,ace_trainer,17.0
2025-12-21,Cerius,alola,57.0
2025-12-21,Cerius,backpacker,8668.0
2025-12-21,Cerius,battle_girl,161.0
2025-12-21,Cerius,battle_legend,250.0
2025-12-21,Cerius,berry_master,93.0
2025-12-21,Cerius,best_buddy,3.0
2025-12-21,Cerius,breeder,424.0
2025-12-21,Cerius,bug,1581.0
2025-12-21,Cerius,cameraman,72.0
2025-12-21,Cerius,champion,121.0
2025-12-21,Cerius,collector,14320.0
2025-12-21,Cerius,community_member,0.0
2025-12-21,Cerius,dark,960.0
2025-12-21,Cerius,distance_walked,2302.0
2025-12-21,Cerius,dragon,444.0
2025-12-21,Cerius,electric,963.0
2025-12-21,Cerius,expert_navigator,46.0
2025-12-21,Cerius,fairy,789.0
2025-12-21,Cerius,fighting,941.0
2025-12-21,Cerius,fire,1009.0
2025-12-21,Cerius,fisher,17.0
2025-12-21,Cerius,flying,1595.0
2025-12-21,Cerius,galar,52.0
2025-12-21,Cerius,gentleman,416.0
2025-12-21,Cerius,ghost,655.0
2025-12-21,Cerius,grass,1408.0
2025-12-21,Cerius,great_league_veteran,13.0
2025-12-21,Cerius,ground,861.0
2025-12-21,Cerius,gym_leader,8656.0
2025-12-21,Cerius,hero,268.0
2025-12-21,Cerius,hisui,5.0
2025-12-21,Cerius,hoenn,128.0
2025-12-21,Cerius,ice,632.0
2025-12-21,Cerius,idol,15.0
2025-12-21,Cerius,jogger,2302.0
2025-12-21,Cerius,johto,95.0
